INDEX,MEMBERSHIP_NUMBER,MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_MARITAL_STATUS,MEMBER_GENDER,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBERSHIP_PACKAGE,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,PAYMENT_MODE,AGENT_CODE,START_DATE,END_DATE,MEMBERSHIP_STATUS
2539,A02540,27,150000,M,M,500004,1,TYPE-B,37,3,ANNUAL,739433,20100113,20110314,CANCELLED
953,A00954,44,100000,M,F,350004,1,TYPE-B,40,3,QUARTERLY,347822,20081117,,INFORCE
7241,A07246,12,100000.8,M,M,720000,2,TYPE-B,45,3,MONTHLY,1317722,20120730,20130627,CANCELLED
6731,A06736,12,250000,M,M,1069992,2,TYPE-B,47,2,ANNUAL,1255088,20120322,20130521,CANCELLED
4846,A04849,47,100000,M,M,200004,1,TYPE-B,47,1,ANNUAL,343344,20100908,,INFORCE
6801,A06806,32,197011.31,M,M,,6,TYPE-A,64,3,ANNUAL,1308966,20120430,20130511,CANCELLED
8010,A08015,12,200000,,F,1200000,1,TYPE-B,61,0,SEMI-ANNUAL,792577,20130131,,INFORCE
4330,A04332,50,200000,M,M,2133996,1,TYPE-B,44,3,ANNUAL,832200,20100730,20120926,CANCELLED
8924,A08929,17,111703.38,,M,498996,1,TYPE-A,42,0,ANNUAL,348099,20130429,,INFORCE
5334,A05337,12,200000,,M,,1,TYPE-B,55,3,ANNUAL,923488,20110214,20120414,CANCELLED
7330,A07335,12,100000,S,M,499992,2,TYPE-B,23,0,ANNUAL,1349699,20120830,,INFORCE
9348,A09353,22,144003.6,M,M,999996,1,TYPE-A,61,1,MONTHLY,348144,20130725,,INFORCE
4729,A04732,12,100000,M,M,320004,1,TYPE-B,33,2,ANNUAL,70800,20100831,20111027,CANCELLED
6541,A06546,12,120000.96,M,M,199992,2,TYPE-B,26,1,MONTHLY,1276155,20120229,,INFORCE
5305,A05308,12,105000,M,M,799992,1,TYPE-B,45,2,ANNUAL,1180955,20110128,,INFORCE
5161,A05164,90,100437.02,,F,,1,TYPE-A,39,0,SEMI-ANNUAL,1144166,20101231,20110728,CANCELLED
7860,A07865,17,135979.83,M,M,450000,1,TYPE-A,42,3,ANNUAL,343344,20121231,,INFORCE
2156,A02157,22,100005,M,M,800004,1,TYPE-B,45,3,SEMI-ANNUAL,534911,20091028,,INFORCE
1062,A01063,45,600004.8,M,M,1500000,1,TYPE-B,39,1,MONTHLY,437911,20081226,,INFORCE
1167,A01168,23,100000,M,M,6624000,1,TYPE-B,61,3,ANNUAL,449966,20081231,,INFORCE
3636,A03638,27,100000,,,,1,TYPE-B,55,0,ANNUAL,873622,20100331,,INFORCE
7651,A07656,17,151494.32,,F,999996,2,TYPE-A,64,2,QUARTERLY,348000,20121213,20131013,CANCELLED
5588,A05591,96,100513.58,,M,,1,TYPE-A,33,0,SEMI-ANNUAL,1142933,20110325,20111025,CANCELLED
7192,A07197,17,111623.76,S,F,300000,2,TYPE-A,43,0,ANNUAL,343344,20120720,,INFORCE
4491,A04493,44,170000,M,M,300000,1,TYPE-B,50,3,ANNUAL,1012700,20100826,,INFORCE
7266,A07271,32,296792.47,M,M,6600000,1,TYPE-A,39,3,ANNUAL,1271144,20120824,20130923,CANCELLED
4980,A04983,17,160000,M,M,999996,1,TYPE-B,26,2,ANNUAL,739255,20101126,20120125,CANCELLED
8335,A08340,17,100000.49,,M,600000,2,TYPE-A,47,0,ANNUAL,91799,20130321,,INFORCE
10311,A10316,22,144001.08,M,M,180000,1,TYPE-B,37,1,MONTHLY,1474955,20131128,,INFORCE
4946,A04949,12,300000,,F,,4,TYPE-B,45,0,ANNUAL,859966,20101029,,INFORCE
2782,A02783,22,100000,M,M,399996,1,TYPE-B,44,1,ANNUAL,713755,20100129,,INFORCE
717,A00718,48,180001.44,M,M,1400004,1,TYPE-B,37,3,MONTHLY,390577,20080828,,INFORCE
2502,A02503,9,103800,,,,1,TYPE-B,56,0,ANNUAL,344400,20100112,,INFORCE
4360,A04362,60,100000,,,,1,TYPE-B,67,0,QUARTERLY,199922,20100813,20111005,CANCELLED
4171,A04173,12,100000.8,M,M,300000,1,TYPE-B,29,2,MONTHLY,107200,20100702,,INFORCE
8082,A08087,99,211958.73,,M,999996,2,TYPE-A,51,0,ANNUAL,1369166,20130213,,INFORCE
10113,A10118,32,103670.62,M,F,300000,2,TYPE-A,53,2,ANNUAL,1420055,20131111,,INFORCE
395,A00396,12,100000,M,F,,4,TYPE-B,54,1,ANNUAL,210499,20080429,,INFORCE
7186,A07191,17,123705.84,,M,499992,2,TYPE-A,47,0,MONTHLY,1097788,20120720,20121005,CANCELLED
10177,A10182,17,155976,M,F,300000,1,TYPE-A,49,1,MONTHLY,347966,20131107,,INFORCE
4492,A04494,43,100001,M,M,189996,1,TYPE-B,51,2,ANNUAL,611844,20100825,20111024,CANCELLED
1365,A01366,9,100000,M,M,249996,5,TYPE-B,37,1,ANNUAL,384644,20090306,,INFORCE
9869,A09874,22,100000.56,,M,499992,1,TYPE-A,71,1,SEMI-ANNUAL,347999,20130930,,INFORCE
8787,A08792,17,103275.15,M,M,,6,TYPE-A,67,2,ANNUAL,1396833,20130331,,INFORCE
5917,A05921,94,149999.51,,M,799992,1,TYPE-A,36,0,ANNUAL,923455,20110830,,INFORCE
4968,A04971,17,100513.04,,M,,1,TYPE-A,57,3,SEMI-ANNUAL,1132322,20101118,20110617,CANCELLED
2914,A02915,21,500000,M,M,2499996,1,TYPE-B,74,2,ANNUAL,20900,20100210,,INFORCE
5644,A05647,12,500003.88,M,M,2880000,1,TYPE-B,51,1,MONTHLY,1201711,20110331,20120527,CANCELLED
3766,A03768,20,100000,,,,6,TYPE-B,79,1,ANNUAL,830177,20100419,,INFORCE
3440,A03442,34,300001,M,M,,6,TYPE-B,61,3,ANNUAL,563644,20100326,,INFORCE
7357,A07362,12,500000,M,M,3711384,2,TYPE-B,40,1,ANNUAL,1340222,20120926,,INFORCE
6806,A06811,77,199999.04,,M,,6,TYPE-A,64,3,ANNUAL,1308966,20120329,,INFORCE
2143,A02144,12,100000,S,M,699996,1,TYPE-B,26,0,ANNUAL,562066,20090929,20101127,CANCELLED
5104,A05107,12,200004,S,M,999996,1,TYPE-B,50,0,SEMI-ANNUAL,493500,20101220,20120218,CANCELLED
5073,A05076,12,400000,M,M,999996,1,TYPE-B,33,1,ANNUAL,739255,20101228,20120226,CANCELLED
1571,A01572,17,100000,,,,1,TYPE-B,65,2,ANNUAL,19733,20090331,,INFORCE
4079,A04081,44,100000,M,M,500004,1,TYPE-B,50,3,ANNUAL,11988,20100621,,INFORCE
1122,A01123,22,100000,M,F,,4,TYPE-B,29,1,ANNUAL,573800,20081229,20110226,CANCELLED
2786,A02787,36,100000,M,M,369996,1,TYPE-B,58,3,ANNUAL,600466,20100122,,INFORCE
2967,A02968,17,102000,M,M,600000,1,TYPE-B,34,3,SEMI-ANNUAL,200533,20100222,,INFORCE
2504,A02505,22,100000,S,M,320004,5,TYPE-B,23,0,ANNUAL,702966,20100111,,INFORCE
5988,A05993,64,104799.6,S,M,494100,1,TYPE-A,40,0,ANNUAL,1218844,20110930,,INFORCE
8867,A08872,65,103204.92,M,M,1999992,2,TYPE-A,40,3,MONTHLY,347966,20130415,,INFORCE
7164,A07169,17,102886.44,M,F,,4,TYPE-A,61,1,MONTHLY,348355,20120716,,INFORCE
728,A00729,12,100000.8,,,,1,TYPE-B,46,0,MONTHLY,421211,20080829,20081227,CANCELLED
7587,A07592,22,197012.12,M,F,1399992,2,TYPE-A,43,2,ANNUAL,496533,20121130,,INFORCE
7543,A07548,93,100682.76,,M,1154760,1,TYPE-A,48,0,ANNUAL,1231511,20121129,,INFORCE
412,A00413,12,120001.08,M,M,300000,1,TYPE-B,58,3,MONTHLY,177388,20080331,20080827,CANCELLED
9708,A09713,17,103090.03,M,M,2199996,5,TYPE-A,52,1,ANNUAL,1453277,20130912,,INFORCE
5745,A05748,22,100000,M,M,999996,1,TYPE-B,43,2,ANNUAL,832244,20110518,20130717,CANCELLED
7668,A07673,17,103041.72,,F,300000,1,TYPE-A,38,0,SEMI-ANNUAL,348355,20121213,,INFORCE
825,A00826,69,100000.98,,,,1,TYPE-B,39,0,SEMI-ANNUAL,62433,20081024,,INFORCE
3267,A03269,12,240001.92,M,M,2799996,1,TYPE-B,53,2,MONTHLY,418122,20100326,,INFORCE
3974,A03976,33,106668,M,M,,6,TYPE-B,61,1,SEMI-ANNUAL,309877,20100528,,INFORCE
8808,A08813,12,300000,M,M,699996,1,TYPE-B,25,1,ANNUAL,1269899,20130331,,INFORCE
8306,A08311,17,123704.76,,M,,6,TYPE-A,71,3,MONTHLY,348355,20130311,,INFORCE
417,A00418,44,100000,M,M,360000,1,TYPE-B,41,2,QUARTERLY,150899,20080331,20080827,CANCELLED
9817,A09822,17,260000.4,,F,499992,2,TYPE-A,64,3,QUARTERLY,1079488,20131014,,INFORCE
6748,A06753,12,200000,M,M,960000,2,TYPE-B,45,2,SEMI-ANNUAL,1272055,20120326,,INFORCE
8967,A08972,17,120028.8,M,F,349992,1,TYPE-A,49,3,MONTHLY,348099,20130514,,INFORCE
2082,A02083,43,120000,M,M,799992,1,TYPE-B,42,2,MONTHLY,343477,20090914,,INFORCE
8945,A08950,17,103096.57,M,M,649992,2,TYPE-A,49,2,ANNUAL,1335833,20130430,,INFORCE
3373,A03375,12,100000,M,M,300000,1,TYPE-B,43,3,SEMI-ANNUAL,293011,20100323,20101122,CANCELLED
5726,A05729,12,100515.21,M,M,1399992,1,TYPE-A,52,2,ANNUAL,1163088,20110427,20120526,CANCELLED
4107,A04109,50,1500000,M,M,6000000,1,TYPE-B,44,2,ANNUAL,932199,20100628,,INFORCE
4380,A04382,40,600000,,,,6,TYPE-B,62,2,ANNUAL,274399,20100812,,INFORCE
7723,A07728,61,150923.76,M,M,2499996,1,TYPE-A,43,3,ANNUAL,1347899,20121220,,INFORCE
1066,A01067,13,100000,M,M,350004,1,TYPE-B,71,1,QUARTERLY,343399,20081222,,INFORCE
3913,A03915,54,120000,M,M,999996,1,TYPE-B,41,3,MONTHLY,855911,20100519,,INFORCE
5536,A05539,12,150000,M,M,799992,1,TYPE-B,27,2,ANNUAL,432122,20110318,,INFORCE
8002,A08007,17,123703.56,M,M,499992,1,TYPE-A,41,1,MONTHLY,348355,20130129,,INFORCE
5387,A05390,12,100002,M,M,1800000,1,TYPE-B,47,3,SEMI-ANNUAL,237122,20110215,20130416,CANCELLED
5732,A05735,12,500000,S,F,138600,1,TYPE-B,22,0,ANNUAL,633977,20110511,20120710,CANCELLED
2738,A02739,17,101600,M,M,350004,5,TYPE-B,36,2,ANNUAL,535788,20100119,20110320,CANCELLED
5052,A05055,12,150000,S,M,1800000,1,TYPE-B,33,0,ANNUAL,1164177,20101203,,INFORCE
4000,A04002,31,100000,M,F,,6,TYPE-B,63,1,SEMI-ANNUAL,872455,20100604,,INFORCE
9760,A09765,65,100002.35,,F,349992,2,TYPE-A,67,1,ANNUAL,1416011,20130919,,INFORCE
2427,A02428,22,100000,M,M,3000000,1,TYPE-B,49,3,ANNUAL,824977,20091216,,INFORCE
6833,A06838,12,200000,,M,799992,1,TYPE-B,69,1,ANNUAL,595933,20120330,,INFORCE
1687,A01688,56,660005.28,S,M,999996,1,TYPE-B,26,0,MONTHLY,657433,20090520,,INFORCE
851,A00852,17,100000,M,F,5150004,1,TYPE-B,34,3,ANNUAL,352800,20081010,,INFORCE
6303,A06308,12,120000,,M,849996,1,TYPE-B,62,0,SEMI-ANNUAL,471366,20120125,,INFORCE
9087,A09092,17,182706.96,M,M,999996,1,TYPE-A,38,2,MONTHLY,343344,20130607,,INFORCE
5878,A05882,12,400000,,M,999996,1,TYPE-B,60,0,SEMI-ANNUAL,1245099,20110830,20120428,CANCELLED
8527,A08532,27,160465.8,M,M,399996,1,TYPE-A,41,2,MONTHLY,347966,20130325,,INFORCE
2839,A02840,43,100000,M,M,350004,1,TYPE-B,52,1,ANNUAL,862733,20100129,,INFORCE
4611,A04614,27,275002.2,,,,1,TYPE-B,59,0,MONTHLY,825144,20100831,20130226,CANCELLED
9540,A09545,12,360002.88,M,M,249996,1,TYPE-B,43,3,MONTHLY,1219222,20130827,,INFORCE
9207,A09212,17,125084.8,M,M,399996,1,TYPE-A,56,2,SEMI-ANNUAL,343377,20130628,,INFORCE
9823,A09828,17,141542.16,M,M,,6,TYPE-A,65,2,MONTHLY,347933,20130926,,INFORCE
2489,A02490,29,100000,M,M,500004,1,TYPE-B,65,2,ANNUAL,571311,20091223,,INFORCE
6905,A06910,32,147600.64,M,M,167460,5,TYPE-A,47,1,ANNUAL,1305977,20120418,20130518,CANCELLED
7390,A07395,17,106378.32,,M,3000000,5,TYPE-A,53,3,MONTHLY,1342655,20120926,,INFORCE
2849,A02850,12,100000,M,M,249996,1,TYPE-B,61,1,ANNUAL,825522,20100211,,INFORCE
6665,A06670,12,230000,M,F,360000,1,TYPE-B,25,2,ANNUAL,630055,20120321,20130520,CANCELLED
5881,A05885,27,107988.24,M,M,,6,TYPE-A,67,1,QUARTERLY,1236577,20110830,,INFORCE
4452,A04454,12,500000,M,M,380004,1,TYPE-B,46,1,ANNUAL,494877,20100830,,INFORCE
7421,A07426,12,150000,D,M,3799992,5,TYPE-B,71,0,ANNUAL,1342655,20121011,,INFORCE
9827,A09832,19,150000.08,,M,99996,2,TYPE-A,45,0,ANNUAL,1449255,20130926,,INFORCE
6484,A06489,12,250000,,M,360000,2,TYPE-B,64,0,ANNUAL,834855,20120227,,INFORCE
2479,A02480,27,150000,M,M,500004,1,TYPE-B,44,1,ANNUAL,764322,20091231,20110226,CANCELLED
6617,A06622,96,139999.88,,M,,6,TYPE-A,73,0,ANNUAL,1290566,20120322,20130421,CANCELLED
2141,A02142,36,360000,M,M,399996,1,TYPE-B,48,2,MONTHLY,672011,20090929,,INFORCE
5188,A05191,12,100001.76,M,M,999996,1,TYPE-B,50,2,MONTHLY,570900,20101231,,INFORCE
10055,A10060,99,250000.27,,M,4500000,1,TYPE-A,47,0,ANNUAL,1347855,20131018,,INFORCE
2744,A02745,78,150000,,,,1,TYPE-B,41,0,ANNUAL,852077,20100120,,INFORCE
7253,A07258,17,111623.76,M,F,1999992,1,TYPE-A,45,2,ANNUAL,343344,20120731,,INFORCE
3506,A03508,36,250001,M,M,249996,1,TYPE-B,59,2,ANNUAL,704711,20100329,,INFORCE
1679,A01680,17,100000,S,M,350004,1,TYPE-B,23,0,ANNUAL,596499,20090514,,INFORCE
4249,A04251,22,200000,M,M,3000000,1,TYPE-B,44,1,ANNUAL,21066,20100728,,INFORCE
3147,A03149,22,100000,M,F,300000,1,TYPE-B,24,1,ANNUAL,288322,20100226,20110427,CANCELLED
8130,A08135,17,309271.68,,M,999996,1,TYPE-A,51,0,MONTHLY,348355,20130218,,INFORCE
7004,A07009,25,117720,D,F,2400000,1,TYPE-A,40,0,MONTHLY,1288444,20120608,,INFORCE
580,A00581,69,100000.19,,,,4,TYPE-B,56,0,ANNUAL,10077,20080709,,INFORCE
9662,A09667,17,263691.02,S,F,600000,2,TYPE-A,48,0,ANNUAL,343477,20130913,,INFORCE
4070,A04072,38,200000,W,F,1290000,1,TYPE-B,56,0,ANNUAL,1048922,20100618,,INFORCE
3343,A03345,38,100000,M,M,350004,1,TYPE-B,57,2,ANNUAL,200533,20100325,,INFORCE
7404,A07409,32,239996.24,M,M,199992,1,TYPE-A,44,3,ANNUAL,1330066,20120927,,INFORCE
3672,A03674,27,100000,M,M,300000,1,TYPE-B,29,1,ANNUAL,861055,20100331,,INFORCE
559,A00560,17,100000,M,M,800004,1,TYPE-B,39,1,ANNUAL,81655,20080716,20090914,CANCELLED
5237,A05240,12,150000,S,F,500004,1,TYPE-B,39,0,ANNUAL,872033,20110113,20120313,CANCELLED
7805,A07810,12,400000,,F,,6,TYPE-B,65,1,ANNUAL,1333933,20121231,,INFORCE
512,A00513,12,100000,S,M,350004,1,TYPE-B,29,0,ANNUAL,96911,20080530,,INFORCE
1081,A01082,17,200000,M,M,860004,1,TYPE-B,35,1,SEMI-ANNUAL,248644,20081231,20090827,CANCELLED
1664,A01665,49,255555,,,,1,TYPE-B,44,3,ANNUAL,657955,20090507,20100705,CANCELLED
9204,A09209,32,101729.04,M,F,,4,TYPE-A,45,2,ANNUAL,1427444,20130628,,INFORCE
1931,A01932,47,100000,M,F,300000,1,TYPE-B,37,1,SEMI-ANNUAL,343466,20090731,20110926,CANCELLED
10017,A10022,22,199994.66,M,M,240000,1,TYPE-A,46,1,ANNUAL,1468355,20131011,,INFORCE
1150,A01151,17,100000,,,,1,TYPE-B,44,0,ANNUAL,225699,20081230,20110226,CANCELLED
2838,A02839,29,100000,M,M,699996,1,TYPE-B,65,1,ANNUAL,864399,20100129,20110329,CANCELLED
5949,A05954,12,100000,M,M,699996,1,TYPE-B,44,3,ANNUAL,1186166,20110921,20121120,CANCELLED
8308,A08313,12,500000,M,F,600000,1,TYPE-B,51,3,ANNUAL,1350777,20130330,,INFORCE
8932,A08937,27,150490.78,M,M,874992,1,TYPE-A,44,3,ANNUAL,1079488,20130430,,INFORCE
10141,A10146,98,105001.12,,M,,6,TYPE-A,69,0,ANNUAL,1273200,20131031,,INFORCE
5177,A05180,55,100515.42,M,M,500004,5,TYPE-A,50,2,ANNUAL,1126211,20110214,,INFORCE
830,A00831,12,200000.52,S,M,600000,1,TYPE-B,30,0,MONTHLY,438400,20080930,,INFORCE
8311,A08316,27,200582.32,M,M,1800000,,TYPE-A,41,3,ANNUAL,343344,20130318,,INFORCE
4752,A04755,45,130833,M,M,429996,1,TYPE-B,50,2,ANNUAL,832200,20100831,20111027,CANCELLED
10111,A10116,98,165238.56,,F,499992,2,TYPE-A,34,0,MONTHLY,1424333,20131028,,INFORCE
10072,A10077,27,117597,M,M,15000,1,TYPE-A,29,3,MONTHLY,1373744,20131031,,INFORCE
635,A00636,12,100000,M,M,300000,1,TYPE-B,61,3,ANNUAL,21833,20080731,,INFORCE
4465,A04467,44,225000,S,M,999996,1,TYPE-B,50,0,ANNUAL,825144,20100823,,INFORCE
6799,A06804,12,100000,,M,,6,TYPE-B,63,0,ANNUAL,1301644,20120329,20130527,CANCELLED
7987,A07992,17,148449.36,M,F,240000,2,TYPE-A,57,3,MONTHLY,1097722,20130128,,INFORCE
7079,A07084,56,142169.36,M,M,999996,2,TYPE-A,48,2,ANNUAL,1225022,20120629,,INFORCE
6966,A06971,12,100000,M,M,1099992,1,TYPE-B,28,1,ANNUAL,1126900,20120430,,INFORCE
4142,A04144,45,160000,M,M,800004,1,TYPE-B,50,2,QUARTERLY,930188,20100713,20101127,CANCELLED
7027,A07032,12,150000,,F,999996,1,TYPE-B,61,3,ANNUAL,186899,20120531,,INFORCE
9183,A09188,73,198998.88,,F,600000,1,TYPE-A,61,2,ANNUAL,1132866,20130628,,INFORCE
876,A00877,12,100000,M,M,249996,5,TYPE-B,30,3,SEMI-ANNUAL,294966,20081021,,INFORCE
4869,A04872,22,120000.96,M,F,399996,1,TYPE-B,48,1,MONTHLY,343344,20101012,,INFORCE
5315,A05318,67,100513.25,M,M,350004,1,TYPE-A,38,2,ANNUAL,1171533,20110131,20120227,CANCELLED
5222,A05225,17,100514.2,M,M,600000,1,TYPE-A,40,3,ANNUAL,1011655,20110107,20120206,CANCELLED
4,A00005,46,100000,M,M,4800000,1,TYPE-B,27,2,QUARTERLY,6988,20070131,,INFORCE
3051,A03052,22,100000,M,M,475932,1,TYPE-B,42,2,SEMI-ANNUAL,831566,20100226,20101025,CANCELLED
5691,A05694,12,100005,M,F,699996,1,TYPE-B,61,1,ANNUAL,696777,20110331,20120527,CANCELLED
3124,A03126,27,500000,,,,1,TYPE-B,52,1,ANNUAL,33666,20100226,,INFORCE
2491,A02492,17,150000,M,M,699996,5,TYPE-B,35,1,ANNUAL,510211,20091223,20120221,CANCELLED
3854,A03856,27,120000,,,,1,TYPE-B,54,1,SEMI-ANNUAL,453433,20100520,,INFORCE
4777,A04780,37,200000,M,M,999996,1,TYPE-B,57,3,ANNUAL,739255,20100831,20111027,CANCELLED
9907,A09912,99,108605.04,,M,399996,2,TYPE-A,33,0,MONTHLY,1410655,20130930,,INFORCE
7509,A07514,12,250002,M,M,600000,1,TYPE-B,28,3,MONTHLY,1358722,20121109,20130310,CANCELLED
6457,A06462,32,149999.9,,M,300000,6,TYPE-A,77,0,ANNUAL,1233788,20120224,20130326,CANCELLED
6293,A06298,78,500000.47,M,M,999996,2,TYPE-A,25,2,ANNUAL,1219222,20120119,20130218,CANCELLED
1148,A01149,17,100000,S,M,549996,1,TYPE-B,26,0,SEMI-ANNUAL,225699,20081231,20100827,CANCELLED
574,A00575,32,100000,,,,1,TYPE-B,62,2,ANNUAL,7088,20080630,20090827,CANCELLED
3769,A03771,23,300000,M,F,,6,TYPE-B,72,3,SEMI-ANNUAL,309877,20100420,20101219,CANCELLED
4146,A04148,47,250000,M,F,360000,1,TYPE-B,47,3,ANNUAL,1091733,20100630,,INFORCE
853,A00854,39,110000,M,M,350004,1,TYPE-B,45,2,SEMI-ANNUAL,244177,20081007,,INFORCE
5919,A05923,101,100115.88,,M,300000,1,TYPE-A,29,0,MONTHLY,98011,20110830,20120912,CANCELLED
9358,A09363,17,310006.97,M,M,1500000,1,TYPE-A,53,2,ANNUAL,343344,20130729,,INFORCE
6614,A06619,12,1000000,M,M,1200000,2,TYPE-B,38,3,ANNUAL,1288555,20120326,,INFORCE
6002,A06007,12,100000,S,M,3999996,1,TYPE-B,46,0,SEMI-ANNUAL,1043844,20111013,,INFORCE
9163,A09168,22,309270.04,,M,2499996,1,TYPE-A,54,0,ANNUAL,343344,20130628,,INFORCE
4495,A04497,12,120000.96,M,M,350004,1,TYPE-B,38,2,MONTHLY,264866,20100830,,INFORCE
8173,A08178,76,300000.04,,F,649992,2,TYPE-A,64,0,ANNUAL,1347266,20130225,,INFORCE
6655,A06660,12,450000,,F,,6,TYPE-B,62,2,ANNUAL,630055,20120319,20130518,CANCELLED
2368,A02369,12,325000,,,,1,TYPE-B,52,0,ANNUAL,591966,20091127,20110126,CANCELLED
4780,A04783,27,100000,M,M,900000,1,TYPE-B,44,1,SEMI-ANNUAL,183633,20100831,,INFORCE
7992,A07997,17,103010.03,M,M,499992,1,TYPE-A,59,1,ANNUAL,343477,20130214,,INFORCE
2950,A02951,27,100000,,,,1,TYPE-B,78,1,ANNUAL,844988,20100215,,INFORCE
5625,A05628,53,100476.62,M,M,399996,1,TYPE-A,51,1,ANNUAL,1222744,20110330,,INFORCE
6971,A06976,91,250000.23,,F,,1,TYPE-A,47,0,ANNUAL,1301555,20120430,20130528,CANCELLED
8716,A08721,22,102925.06,S,M,249996,1,TYPE-A,25,0,SEMI-ANNUAL,1361777,20130331,20131028,CANCELLED
1841,A01842,49,100000,M,M,300000,1,TYPE-B,35,1,ANNUAL,373200,20090702,20100831,CANCELLED
5986,A05991,91,100000.09,,M,3999996,1,TYPE-A,51,0,ANNUAL,1271611,20110930,,INFORCE
537,A00538,38,120000.96,M,M,350004,1,TYPE-B,37,2,MONTHLY,183055,20080702,,INFORCE
2806,A02807,42,151000,M,M,1399992,1,TYPE-B,53,1,ANNUAL,858277,20100129,,INFORCE
5801,A05804,12,100000,,M,325800,1,TYPE-B,60,1,ANNUAL,352488,20110630,20120827,CANCELLED
5596,A05599,73,253875,S,M,1569996,1,TYPE-A,29,0,ANNUAL,1189422,20110331,,INFORCE
7206,A07211,17,365549.76,M,M,2400000,5,TYPE-A,45,3,MONTHLY,343344,20120730,,INFORCE
7343,A07348,27,129999.98,M,M,1500000,2,TYPE-A,50,1,ANNUAL,1331000,20120831,,INFORCE
7560,A07565,75,103054.52,S,M,429996,1,TYPE-A,28,0,ANNUAL,1347899,20121130,,INFORCE
8096,A08101,12,199993.56,S,M,396000,1,TYPE-B,20,0,MONTHLY,1382211,20130218,20130713,CANCELLED
784,A00785,17,100000,M,M,500004,1,TYPE-B,50,2,ANNUAL,251488,20080926,,INFORCE
1409,A01410,12,100080,S,M,200004,1,TYPE-B,23,0,MONTHLY,418899,20090325,20090724,CANCELLED
154,A00155,27,110250,,,,1,TYPE-B,66,3,ANNUAL,156299,20080122,20100323,CANCELLED
7806,A07811,17,257725.05,M,M,799992,2,TYPE-A,55,1,ANNUAL,1317900,20121231,,INFORCE
3009,A03010,27,100000,S,M,300000,1,TYPE-B,20,0,ANNUAL,857155,20100304,20110503,CANCELLED
1686,A01687,17,100251.8,S,M,300000,1,TYPE-B,27,0,ANNUAL,665555,20090520,20100719,CANCELLED
4014,A04016,27,170000,,,,1,TYPE-B,50,0,ANNUAL,295211,20100607,20110806,CANCELLED
7455,A07460,22,120071.76,,M,499992,2,TYPE-A,57,0,MONTHLY,1353844,20121031,20130212,CANCELLED
3863,A03865,64,100005,S,F,750000,1,TYPE-B,24,0,ANNUAL,567500,20100524,,INFORCE
2733,A02734,17,100000,M,M,300000,1,TYPE-B,38,2,ANNUAL,749811,20100113,,INFORCE
1895,A01896,30,100000,M,M,549996,1,TYPE-B,55,2,ANNUAL,722466,20090722,,INFORCE
5442,A05445,12,125000,,M,,1,TYPE-B,55,0,ANNUAL,1130011,20110228,20120428,CANCELLED
569,A00570,22,100005,S,M,1200000,1,TYPE-B,34,0,ANNUAL,33711,20080630,20100827,CANCELLED
6709,A06714,12,100000,M,M,450000,1,TYPE-B,45,2,ANNUAL,1224888,20120321,20130520,CANCELLED
5854,A05858,85,109674,,M,1200000,1,TYPE-A,48,0,MONTHLY,1205599,20110729,,INFORCE
1816,A01817,17,100000.16,,,,6,TYPE-B,70,0,SEMI-ANNUAL,684044,20090629,,INFORCE
8319,A08324,100,199999.74,,M,,6,TYPE-A,67,1,ANNUAL,1347266,20130313,,INFORCE
3394,A03396,33,100000,M,M,1149000,1,TYPE-B,62,3,ANNUAL,641711,20100325,,INFORCE
3327,A03329,27,100000,M,M,300000,5,TYPE-B,50,2,ANNUAL,637022,20100326,,INFORCE
10344,A10349,17,136308.72,M,M,799992,1,TYPE-A,55,3,MONTHLY,343344,20131129,,INFORCE
6102,A06107,75,130237.88,,M,300000,1,TYPE-A,65,0,ANNUAL,1160600,20111125,,INFORCE
2975,A02976,27,100000,,,,6,TYPE-B,75,0,SEMI-ANNUAL,309877,20100223,20101021,CANCELLED
980,A00981,17,100000,M,M,500004,1,TYPE-B,43,2,ANNUAL,256488,20081124,,INFORCE
190,A00191,43,1000000,M,M,6000000,1,TYPE-B,42,2,ANNUAL,187377,20080129,,INFORCE
9331,A09336,72,475000.09,,M,1200000,2,TYPE-A,67,2,ANNUAL,1234800,20130819,,INFORCE
5088,A05091,64,105495.32,M,F,249996,1,TYPE-A,40,2,SEMI-ANNUAL,200288,20101227,20120126,CANCELLED
699,A00700,12,100000,M,F,399996,1,TYPE-B,34,1,SEMI-ANNUAL,70099,20080827,20090428,CANCELLED
10112,A10117,27,171998.95,,M,999996,1,TYPE-A,59,3,ANNUAL,1401755,20131031,,INFORCE
606,A00607,17,100000,S,M,800004,1,TYPE-B,29,0,ANNUAL,266433,20080717,,INFORCE
301,A00302,17,150000,S,M,849996,1,TYPE-B,27,0,ANNUAL,97966,20080312,,INFORCE
3420,A03422,31,100000,M,M,,6,TYPE-B,64,3,ANNUAL,928866,20100326,,INFORCE
10158,A10163,17,132717.36,M,M,349992,1,TYPE-A,38,1,MONTHLY,343344,20131031,,INFORCE
1060,A01061,22,100000,M,M,350004,1,TYPE-B,34,3,SEMI-ANNUAL,243299,20081217,,INFORCE
3444,A03446,12,100000,M,M,800004,1,TYPE-B,48,3,ANNUAL,863600,20100326,,INFORCE
